transaction_id,amount,failed_attempts
1497,20830.25,0
1498,15998.66,0
1499,16597.9,0
1500,22964.1,0
1501,13209.92,0
1502,6809.23,0
1503,4666.62,0
1504,37476.64,0
1505,51686.63,0
1506,27149.07,0
1507,57631.2,0
1508,76806.87,0
1509,31249.94,0
1510,99761.49,0
1511,9383.35,0
1512,16892.3,0
1513,24906.81,0
1514,238505.45,0
1515,9415.3,0
1516,85240.93,0
1517,36731.9,0
1518,24888.27,1
1519,11218.58,0
1520,57735.27,0
1521,17442.68,0
1522,45864.79,0
1523,18162.78,0
1524,56389.39,0
1525,12932.52,0
1526,114272.28,0
1527,194241.08,0
1528,6267.64,0
1529,60314.04,0
1530,9564.26,0
1531,90615.34,0
1532,32369.0,0
1533,10712.56,0
1534,23606.69,0
1535,52981.54,0
1536,6881.48,0
1537,40726.69,0
1538,16773.69,0
1539,7706.09,0
1540,63571.51,0
1541,19473.52,0
1542,94705.24,0
1543,43275.99,0
1544,88793.05,0
1545,170418.59,0
1546,56728.54,0
1547,28944.82,0
1548,28198.44,0
1549,3622.75,1
1550,88104.68,0
1551,29381.26,0
1552,80710.29,0
1553,44925.45,0
1554,7145.84,0
1555,48585.38,0
1556,14157.58,0
1557,2570.23,0
1558,9411.04,0
1559,26937.37,0
1560,1186.84,0
1561,630.16,1
1562,27765.98,0
1563,10212.19,0
1564,12922.07,0
1565,8120.22,1
1566,18648.95,0
1567,6994.81,0
1568,45458.0,3
1569,12964.88,0
1570,3758.0,0
1571,15539.95,0
1572,2865.69,0
1573,47097.8,0
1574,11093.06,0
1575,13058.63,1
1576,5332.11,3
1577,19440.66,0
1578,28495.99,0
1579,50538.32,0
1580,2286.25,0
1581,52016.9,0
1582,5616.01,0
1583,17399.62,0
1584,9386.31,0
1585,31548.18,0
1586,5666.71,0
1587,5969.71,0
1588,12116.09,0
1589,13315.88,0
1590,10074.38,0
1591,6724.97,0
1592,89673.02,0
1593,36580.49,0
1594,22690.22,0
1595,14905.97,0
1596,21513.1,0
1597,40986.3,0
1598,25347.62,0
1599,28258.81,0
1600,6812.09,0
1601,26722.71,1
1602,4587.97,0
1603,6450.59,0
1604,26920.74,0
1605,58898.66,0
1606,7055.96,0
1607,13785.51,0
1608,36445.43,0
1609,16757.84,0
1610,59564.69,0
1611,375975.48,1
1612,9563.67,0
1613,11844.16,0
1614,13581.34,0
1615,32692.16,0
1616,44416.11,0
1617,7251.05,0
1618,32773.74,1
1619,38601.35,0
1620,21957.49,0
1621,39805.72,0
1622,52369.3,1
1623,10069.72,0
1624,14374.73,0
1625,40252.77,0
1626,16459.4,0
1627,14752.41,0
1628,147814.88,0
1629,4199.34,0
1630,9770.99,0
1631,32552.68,0
1632,8481.55,0
1633,36371.81,0
1634,8046.15,0
1635,20217.05,0
1636,49742.14,0
1637,4355.58,0
1638,27588.63,0
1639,10138.69,0
1640,21560.7,0
1641,4333.83,0
1642,12129.98,0
1643,36156.33,0
1644,10819.61,0
1645,136352.53,0
1646,12677.04,0
1647,17269.8,0
1648,31551.75,0
1649,41914.27,0
1650,50935.59,0
1651,43544.36,1
1652,23215.75,0
1653,3266.06,0
1654,32116.58,0
1655,11414.27,0
1656,73012.92,0
1657,13888.33,0
1658,61712.55,0
1659,20613.22,0
1660,10680.77,0
1661,7969.46,0
1662,15590.2,0
1663,43510.77,1
1664,21047.27,0
1665,51126.96,0
1666,11425.15,0
1667,20348.48,0
1668,35937.12,0
1669,104792.18,0
1670,6197.52,0
1671,12459.61,0
1672,42920.6,0
1673,1633450.01,0
1674,16980.19,0
1675,26902.18,0
1676,20961.14,0
1677,32916.09,0
1678,16293.29,0
1679,75828.62,0
1680,20204.52,1
1681,56503.32,0
1682,3857.45,0
1683,28755.87,0
1684,2793.86,0
1685,43972.5,0
1686,393687.21,1
1687,16822.11,0
1688,35443.39,1
1689,57063.41,0
1690,69606.49,0
1691,28006.93,0
1692,6454.94,0
1693,5643.61,0
1694,35152.08,1
1695,46768.7,0
1696,73132.58,1
1697,303208.62,0
1698,40125.59,0
1699,10408.69,0
1700,17641.17,0
1701,71981.68,0
1702,30973.81,0
1703,53623.64,0
1704,30607.79,0
1705,47669.22,0
1706,36644.43,0
1707,21229.34,0
1708,43036.49,1
1709,36420.03,1
1710,25520.56,0
1711,23507.44,0
1712,4005.46,0
1713,4797.21,0
1714,2321.79,0
1715,1500.08,0
1716,12459.19,0
1717,49199.08,0
1718,18451.23,0
1719,4371.05,0
1720,10030.34,0
1721,1642.04,0
1722,54924.93,0
1723,15196.56,0
1724,19151.07,0
1725,9982.87,0
1726,181847.4,0
1727,5285.91,1
1728,1790.6,0
1729,7798.01,0
1730,10958.31,0
1731,3448.17,0
1732,32832.25,0
1733,45300.35,0
1734,30867.04,0
1735,93266.27,0
1736,101481.03,0
1737,34927.54,0
1738,63609.44,0
1739,8538.16,0
1740,15608.49,0
1741,7868.25,0
1742,13865.72,0
1743,19066.85,0
1744,41192.88,0
1745,4275.43,0
1746,9820.26,0
1747,72405.47,0
1748,50471.94,0
1749,19923.04,0
1750,8192.93,0
1751,95911.73,0
1752,3963.82,1
1753,1760.21,0
1754,18860.76,0
1755,25769.23,0
1756,14028.81,0
1757,16555.31,0
1758,8183.68,0
1759,19940.83,0
1760,27576.48,0
1761,77423.33,0
1762,22480.4,0
1763,49582.97,0
1764,38876.71,0
1765,5329.75,0
1766,8607.27,0
1767,17410.76,0
1768,8272.76,0
1769,6762.68,1
1770,18050.54,0
1771,132006.26,0
1772,68163.06,0
1773,21855.47,0
1774,24381.03,1
1775,142000.2,0
1776,30203.85,0
1777,111609.15,1
1778,35102.0,0
1779,26517.78,1
1780,7176.92,0
1781,16574.59,0
1782,48448.07,0
1783,385293.92,0
1784,31454.93,1
1785,46335.68,0
1786,8805.8,0
1787,6618.07,1
1788,24628.83,0
1789,17388.74,0
1790,16440.07,0
1791,12297.25,1
1792,20104.43,0
1793,10991.26,0
1794,5985.96,0
1795,11608.8,0
1796,3629.64,0
1797,60503.27,0
1798,30022.67,0
1799,89007.57,0
1800,10486.07,0
1801,91136.31,0
1802,19882.63,0
1803,19167.76,0
1804,5755.72,0
1805,7384.8,0
1806,42295.58,0
1807,141250.6,0
1808,36670.29,0
1809,12319.22,0
1810,40703.41,0
1811,15977.34,0
1812,86579.04,0
1813,9409.29,1
1814,6633.41,0
1815,46427.2,0
1816,24434.64,0
1817,9340.26,0
1818,14334.84,0
1819,13243.54,0
1820,35994.84,0
1821,72970.73,0
1822,51006.36,0
1823,25592.73,0
1824,18443.11,0
1825,44575.99,2
1826,35198.92,0
1827,130986.41,0
1828,4594.4,0
1829,110241.68,0
1830,26940.59,0
1831,18431.49,1
1832,37335.59,0
1833,4431.77,0
1834,28208.43,0
1835,3356.9,1
1836,18477.59,0
1837,8112.09,0
1838,9484.25,0
1839,62327.35,0
1840,80395.95,0
1841,31524.31,0
1842,6091.7,0
1843,13896.74,0
1844,8499.08,1
1845,7118.46,0
1846,13695.55,0
1847,14961.67,0
1848,10758.12,0
1849,13454.96,1
1850,9905.34,0
1851,27455.93,0
1852,3243.54,0
1853,7867.81,0
1854,7608.29,0
1855,12495.41,0
1856,46002.72,0
1857,86531.01,0
1858,3711.31,0
1859,71955.48,0
1860,7707.72,0
1861,14343.72,0
1862,1661.84,0
1863,6559.67,0
1864,3930.05,0
1865,24987.86,0
1866,8368.9,0
1867,23295.68,0
1868,6914.33,0
1869,18563.12,0
1870,34273.32,0
1871,7224.55,0
1872,51772.55,0
1873,36613.2,0
1874,414827.71,0
1875,3338.94,2
1876,5653.15,0
1877,15634.9,1
1878,32644.69,0
1879,36232.49,0
1880,25405.28,0
1881,37814.66,0
1882,28934.83,0
1883,5244.83,0
1884,40121.51,0
1885,25313.46,0
1886,9766.65,0
1887,28862.67,0
1888,18615.5,0
1889,35719.9,0
1890,28309.39,0
1891,139795.22,0
1892,22528.04,0
1893,17250.43,0
1894,13897.74,0
1895,104171.71,0
1896,101816.0,0
1897,12701.95,0
1898,90546.37,0
1899,10364.36,0
1900,38857.74,0
1901,23939.1,0
1902,16820.61,1
1903,6056.13,0
1904,22015.23,0
1905,62982.95,0
1906,62022.06,0
1907,16146.78,0
1908,77304.47,0
1909,8521.62,0
1910,36134.25,0
1911,12026.54,0
1912,3742.58,0
1913,3665.95,0
1914,19012.63,0
1915,23087.24,1
1916,8177.96,0
1917,4902.8,0
1918,2412.21,0
1919,3917.65,0
1920,66529.27,1
1921,14409.07,0
1922,27841.01,0
1923,10081.76,0
1924,21194.05,0
1925,17521.95,0
1926,18209.85,0
1927,30459.45,0
1928,17982.88,0
1929,31475.28,0
1930,23236.12,0
1931,16337.09,0
1932,6180.91,0
1933,45621.32,0
1934,9656.57,0
1935,57612.96,0
1936,17404.09,0
1937,16294.87,0
1938,139942.25,1
1939,16748.06,0
1940,127164.56,0
1941,7741.3,0
1942,22638.08,0
1943,3134.35,0
1944,47738.82,1
1945,20050.06,0
1946,16255.14,0
1947,14562.33,0
1948,30346.69,0
1949,76296.8,0
1950,255731.86,0
1951,8770.42,0
1952,22237.67,0
1953,13329.2,0
1954,87026.11,0
1955,56903.65,0
1956,27810.3,0
1957,64338.81,0
1958,71405.6,0
1959,45761.27,0
1960,35334.01,0
1961,17157.75,0
1962,11657.75,0
1963,29915.67,0
1964,10880.41,1
1965,29454.71,0
1966,29674.86,0
1967,10645.55,0
1968,32322.33,0
1969,804456.47,0
1970,15514.64,0
1971,9883.74,0
1972,9298.2,0
1973,32346.43,0
1974,29198.1,0
1975,8860.37,0
1976,27984.36,0
1977,3163.31,0
1978,136257.08,0
1979,16696.0,1
1980,128048.39,0
1981,7009.32,0
1982,17485.8,0
1983,11771.41,0
1984,31221.39,0
1985,31412.39,0
1986,7302.17,0
1987,15442.31,0
1988,14467.01,0
1989,42827.83,0
1990,73654.63,1
1991,6704.45,0
1992,49839.08,0
1993,23851.98,0
1994,28074.67,1
1995,16471.17,0
1996,22258.71,0
1997,23291.35,0
1998,9264.81,0
1999,10195.72,1
2000,21440.41,0
2001,12627.4,0
2002,195519.76,1
2003,14230.2,0
2004,35660.0,0
2005,808101.33,0
2006,137693.71,0
2007,21889.18,0
2008,4654.25,0
2009,16125.84,0
2010,56274.8,0
2011,17411.15,0
2012,69862.4,0
2013,150608.4,0
2014,74503.13,0
2015,51154.07,0
2016,85802.43,0
2017,21334.34,0
2018,21359.93,0
2019,12759.82,0
2020,6627.13,0
2021,50803.42,0
2022,493763.11,0
2023,21067.95,0
2024,6683.6,1
2025,9313.9,0
2026,20255.61,0
2027,7105.35,0
2028,32697.01,0
2029,7992.31,0
2030,8703.35,0
2031,21534.62,0
2032,14275.06,0
2033,9271.69,0
2034,8483.33,0
2035,20368.44,0
2036,46477.47,0
2037,31875.89,0
2038,61230.75,0
2039,19992.17,0
2040,40641.38,1
2041,16972.64,0
2042,37309.1,0
2043,4900.54,0
2044,12786.49,1
2045,4683.41,0
2046,29627.12,0
2047,35406.29,0
2048,55132.38,0
2049,32291.16,0
2050,6884.67,0
2051,82945.86,0
2052,18010.5,0
2053,32315.21,0
2054,20748.95,0
2055,76713.64,0
2056,22664.56,0
2057,22819.45,0
2058,131594.7,0
2059,16758.46,0
2060,41959.9,0
2061,29560.77,0
2062,69566.47,0
2063,3078.75,0
2064,31148.49,0
2065,7798.13,0
2066,33849.49,0
2067,8854.85,0
2068,46280.41,0
2069,51661.38,0
2070,13457.57,0
2071,8668.33,0
2072,103547.37,0
2073,6922.38,0
2074,10880.74,0
2075,149368.34,0
2076,2823.35,0
2077,14426.13,0
2078,10782.1,0
2079,33147.67,0
2080,59587.95,0
2081,35305.78,0
2082,16548.04,1
2083,28696.63,0
2084,28747.71,0
2085,9021.67,0
2086,6096.15,0
2087,10936.09,0
2088,39365.28,0
2089,7228.86,0
2090,7837.45,0
2091,76521.49,0
2092,55904.36,0
2093,8954.59,0
2094,58624.1,1
2095,68557.12,0
2096,35158.94,0
2097,29191.84,0
2098,10133.16,1
2099,21020.91,0
2100,46503.98,0
2101,12939.51,0
2102,47928.82,0
2103,18969.95,1
2104,109130.09,0
2105,60797.02,0
2106,21057.24,0
2107,10223.62,0
2108,60664.99,0
2109,73085.8,0
2110,326402.02,0
2111,27703.0,0
2112,44280.47,0
2113,11312.34,0
2114,8026.17,0
2115,3270.35,0
2116,12970.19,0
2117,67406.26,0
2118,29990.71,0
2119,25436.47,0
2120,4492.2,0
2121,15907.16,0
2122,4932.59,0
2123,38524.03,0
2124,50880.04,0
2125,20664.68,0
2126,13230.9,0
2127,65342.98,1
2128,56812.48,0
2129,1721.86,0
2130,6924.0,0
2131,8217.5,0
2132,8821.13,0
2133,47137.14,0
2134,14346.74,0
2135,11852.8,0
2136,7821.24,2
2137,65718.89,0
2138,12204.01,0
2139,22713.55,0
2140,22335.79,0
2141,2911.85,0
2142,21688.65,0
2143,41098.27,0
2144,34150.53,0
2145,13311.08,0
2146,19516.17,0
2147,6337.36,0
2148,2936.44,1
2149,17528.95,0
2150,2298.59,0
2151,19365.58,1
2152,60627.74,0
2153,52408.41,0
2154,58742.32,1
2155,2745.3,0
2156,33283.17,0
2157,10464.42,0
2158,6304.64,0
2159,114579.06,0
2160,11658.02,0
2161,19859.01,0
2162,12169.42,0
2163,22885.86,0
2164,37646.9,0
2165,26723.68,0
2166,3361.9,0
2167,10306.75,0
2168,3534.65,0
2169,14535.02,0
2170,15266.79,0
2171,11638.57,0
2172,27111.72,0
2173,26341.33,0
2174,10193.15,0
2175,20839.85,0
2176,14611.23,1
2177,20263.51,0
2178,18156.85,0
2179,59026.85,1
2180,5452.54,0
2181,16507.84,0
2182,17090.6,0
2183,16429.45,0
2184,19437.85,0
2185,5590.23,0
2186,23130.42,0
2187,7101.41,0
2188,31029.86,1
2189,15603.68,0
2190,9849.61,0
2191,12097.29,0
2192,5229.33,0
2193,17043.47,0
2194,25509.92,0
2195,7102.64,1
2196,4488.73,0
2197,76833.85,0
2198,24621.24,0
2199,9252.74,1
2200,11367.85,0
2201,13208.29,0
2202,14650.97,0
2203,120949.22,0
2204,24302.91,0
2205,6201.01,1
2206,3775.4,0
2207,42080.74,0
2208,16644.32,0
2209,24559.9,0
2210,4521.76,0
2211,43379.38,0
2212,22752.51,1
2213,10337.73,1
2214,42324.1,0
2215,27975.69,0
2216,9002.17,0
2217,18789.02,0
2218,15973.33,0
2219,67786.65,0
2220,129473.05,0
2221,20094.52,0
2222,86426.97,0
2223,12919.68,0
2224,48230.48,0
2225,7864.7,0
2226,90592.44,0
2227,142573.64,0
2228,41343.46,0
2229,7558.66,0
2230,16635.89,0
2231,10804.87,0
2232,11234.93,0
2233,46389.15,1
2234,8478.89,0
2235,11119.98,0
2236,17498.61,0
2237,18415.65,0
2238,8831.31,0
2239,6879.05,0
2240,13193.32,0
2241,6126.86,0
2242,36651.56,0
2243,7251.69,0
2244,44455.25,0
2245,10114.72,0
2246,37826.11,0
2247,27475.45,0
2248,4009.46,0
2249,25915.19,0
2250,15609.11,0
2251,8058.08,0
2252,30167.17,0
2253,34939.13,0
2254,151049.17,0
2255,96796.71,0
2256,24008.29,0
2257,38253.42,1
2258,32743.43,0
2259,5325.57,0
2260,21635.95,1
2261,41145.06,0
2262,24255.97,1
2263,31397.24,0
2264,17461.23,0
2265,56950.18,0
2266,36070.51,0
2267,3757.5,0
2268,1867.73,1
2269,38223.97,0
2270,20301.38,0
2271,166042.39,0
2272,51526.96,0
2273,18269.3,0
2274,41233.66,0
2275,22282.68,0
2276,55947.25,0
2277,44378.29,0
2278,3490.82,0
2279,20600.46,0
2280,9229.73,0
2281,25640.33,0
2282,8813.07,0
2283,7756.22,1
2284,46937.09,0
2285,6169.1,0
2286,126306.84,0
2287,97046.82,0
2288,6229.92,0
2289,12782.9,0
2290,9681.36,0
2291,18105.7,0
2292,69578.75,0
2293,7636.89,0
2294,137915.87,0
2295,31236.38,0
2296,4506.87,0
2297,12637.85,0
2298,5938.6,0
2299,8008.19,1
2300,10205.95,0
2301,13344.9,0
2302,8786.78,0
2303,10334.75,0
2304,79270.38,0
2305,12536.42,0
2306,77996.72,0
2307,52831.31,0
2308,85897.5,0
2309,3487.65,0
2310,38049.98,0
2311,20446.02,1
2312,10945.84,0
2313,5885.49,0
2314,301222.07,0
2315,23394.69,0
2316,25439.31,0
2317,11440.94,0
2318,18442.98,1
2319,7913.91,0
2320,20806.75,0
2321,4012.73,0
2322,10256.46,0
2323,23722.01,0
2324,4761.84,0
2325,15138.82,0
2326,21624.25,0
2327,102517.8,0
2328,17587.85,1
2329,7223.84,0
2330,8479.2,0
2331,27255.93,0
2332,30737.71,0
2333,13308.63,0
2334,15870.03,0
2335,10499.03,0
2336,34646.77,0
2337,35088.16,0
2338,8328.97,0
2339,17957.72,0
2340,28343.11,0
2341,5029.56,0
2342,83110.98,0
2343,53910.52,0
2344,98637.76,0
2345,20973.11,0
2346,20841.22,1
2347,20566.27,0
2348,1671.44,1
2349,22421.18,0
2350,16249.65,0
2351,23023.78,0
2352,27374.62,0
2353,5531.08,0
2354,13294.16,0
2355,12538.56,0
2356,26327.39,0
2357,178325.27,0
2358,6884.24,1
2359,14457.67,1
2360,11274.27,0
2361,83959.86,0
2362,70456.07,1
2363,48540.75,2
2364,11104.85,0
2365,19620.71,0
2366,29636.68,0
2367,8488.67,0
2368,17967.18,0
2369,49545.88,1
2370,16313.67,0
2371,9287.33,0
2372,50211.58,0
2373,25016.86,0
2374,12700.79,2
2375,82359.37,0
2376,79689.55,0
2377,51355.36,0
2378,77983.27,0
2379,26342.71,0
2380,48351.51,0
2381,26294.0,0
2382,1978.81,0
2383,58887.54,0
2384,3984.32,0
2385,10424.41,0
2386,6602.01,0
2387,91435.37,0
2388,12315.93,0
2389,9121.13,0
2390,65556.34,0
2391,9878.33,0
2392,13167.32,0
2393,112029.52,0
2394,26857.72,0
2395,66139.76,1
2396,163438.72,0
2397,72104.83,0
2398,42355.3,1
2399,37961.04,0
2400,36797.19,0
2401,79316.56,0
2402,34007.72,0
2403,101575.69,0
2404,2792.71,0
2405,10738.05,0
2406,16611.78,1
2407,7759.5,0
2408,20892.28,0
2409,20932.68,0
2410,20966.68,1
2411,76105.89,0
2412,183046.32,0
2413,14393.67,0
2414,23421.57,0
2415,5380.13,1
2416,38489.12,0
2417,30390.85,0
2418,12565.89,0
2419,5557.37,0
2420,10285.24,0
2421,61879.49,0
2422,5590.91,0
2423,20317.12,0
2424,12738.28,0
2425,32534.75,0
2426,14050.83,0
2427,46433.03,0
2428,78870.03,0
2429,6335.75,0
2430,12914.47,1
2431,4270.21,0
2432,30519.8,1
2433,40652.55,0
2434,16887.57,0
2435,45991.36,0
2436,20266.74,0
2437,46877.11,1
2438,11706.41,0
2439,8385.53,0
2440,1528.08,0
2441,92720.74,0
2442,65269.76,0
2443,21450.03,0
2444,12757.82,0
2445,4012.96,0
2446,17781.76,0
2447,67624.92,0
2448,25268.49,0
2449,3095.68,0
2450,38454.28,0
2451,19476.2,0
2452,7184.95,0
2453,49535.86,0
2454,49639.84,0
2455,18491.37,0
2456,65939.09,0
2457,40712.33,1
2458,6101.28,0
2459,24708.09,1
2460,26206.78,1
2461,16458.23,0
2462,11884.61,0
2463,22975.46,0
2464,4185.31,0
2465,25534.28,0
2466,18082.23,0
2467,17646.8,0
2468,14465.67,0
2469,30058.73,1
2470,8311.56,0
2471,30402.77,0
2472,10241.45,0
2473,3009.62,0
2474,2074.69,0
2475,92871.9,0
2476,7372.13,0
2477,39786.66,0
2478,8611.79,0
2479,27315.4,0
2480,5485.4,1
2481,13438.67,0
2482,8300.94,0
2483,27053.59,0
2484,575471.77,0
2485,3596.67,0
2486,93246.96,0
2487,19216.09,0
2488,45999.69,0
2489,31379.64,0
2490,41876.0,0
2491,182386.34,0
2492,18590.08,0
2493,18017.37,0
2494,22718.86,0
2495,16943.28,0
2496,4000.24,0
2497,8592.09,0
2498,10260.07,0
2499,103609.47,0
2500,36344.41,0
2501,42889.56,0
2502,25364.5,0
2503,2276.15,0
2504,5069.79,0
2505,21036.14,1
2506,8913.81,0
2507,20407.79,0
2508,19240.01,0
2509,116848.26,0
2510,14192.52,0
2511,48572.93,0
2512,17472.56,2
2513,6168.04,0
2514,5860.78,0
2515,11048.3,0
2516,14464.63,0
2517,6031.17,0
2518,16217.27,0
2519,9806.35,0
2520,16909.9,0
2521,8546.93,0
2522,2645.65,0
2523,30279.82,0
2524,13613.59,0
2525,4005.96,0
2526,9079.29,0
2527,19087.73,0
2528,15312.59,0
2529,6849.15,0
2530,21218.44,0
2531,7106.79,0
2532,12764.69,0
2533,30677.45,0
2534,15216.5,0
2535,27714.35,0
2536,118920.25,0
2537,27072.33,0
2538,56288.1,0
2539,5539.51,0
2540,6805.9,0
2541,27355.81,0
2542,29879.3,0
2543,12064.7,0
2544,16288.92,0
2545,18417.74,0
2546,10239.57,0
2547,4433.04,0
2548,9976.58,0
2549,185483.09,1
2550,10749.47,0
2551,16331.6,0
2552,33827.51,0
2553,20516.86,0
2554,40511.03,0
2555,45581.67,0
2556,19988.8,0
2557,11824.8,0
2558,111319.0,0
2559,16873.94,0
2560,2100.7,0
2561,4815.65,0
2562,16311.49,0
2563,20474.28,0
2564,22231.7,0
2565,12745.38,0
2566,28970.26,0
2567,6440.21,0
2568,7364.19,0
2569,8722.95,0
2570,5909.21,0
2571,110563.07,0
2572,157872.3,0
2573,3376.64,0
2574,10480.67,0
2575,5150.35,0
2576,648650.25,0
2577,64844.24,0
2578,71550.8,0
2579,57622.95,0
2580,39452.6,0
2581,56812.22,1
2582,21463.82,0
2583,56316.33,0
2584,12210.54,0
2585,34943.34,0
2586,57419.13,0
2587,64335.62,0
2588,18193.01,0
2589,37095.08,0
2590,34909.36,0
2591,37721.73,0
2592,15223.38,0
2593,59440.42,0
2594,19402.4,1
2595,45574.1,0
2596,16368.27,0
2597,111274.06,0
2598,15168.15,0
2599,47717.51,0
2600,23077.73,0
2601,24946.21,1
2602,6851.88,0
2603,8800.01,0
2604,21096.68,0
2605,6591.69,0
2606,322393.2,2
2607,9823.17,1
2608,81929.94,0
2609,13301.09,0
2610,64265.81,0
2611,48997.4,0
2612,2635.01,1
2613,11324.22,0
2614,22591.85,0
2615,8875.07,0
2616,38644.14,0
2617,96701.25,1
2618,6730.02,0
2619,22596.94,0
2620,2238.06,0
2621,105713.57,0
2622,25258.01,0
2623,19791.11,0
2624,35907.87,0
2625,37388.52,0
2626,81654.85,0
2627,25336.38,0
2628,4458.49,0
2629,11240.47,0
2630,1606.02,0
2631,7347.17,0
2632,6753.49,0
2633,28514.26,0
2634,2680.27,0
2635,22533.8,0
2636,12916.79,1
2637,31977.82,0
2638,38428.75,0
2639,17838.44,0
2640,8451.0,0
2641,5118.19,0
2642,28474.58,0
2643,31271.64,0
2644,27404.25,0
2645,2157.6,0
2646,5402.67,0
2647,110468.4,0
2648,22577.54,0
2649,6347.59,1
2650,62607.09,0
2651,8178.03,1
2652,11855.78,1
2653,7832.75,0
2654,67555.02,0
2655,8134.01,0
2656,188021.55,0
2657,17068.09,0
2658,13394.85,0
2659,11149.05,0
2660,14537.06,0
2661,5002.69,0
2662,19775.53,0
2663,12770.3,0
2664,27385.61,1
2665,8902.25,0
2666,49159.48,0
2667,26571.6,0
2668,26009.13,0
2669,72036.77,0
2670,32544.33,0
2671,16075.4,0
2672,74925.38,0
2673,6576.57,0
2674,12819.75,0
2675,55769.65,0
2676,5501.97,0
2677,22405.87,0
2678,64506.07,0
2679,209005.05,0
2680,19319.5,0
2681,66527.36,0
2682,98814.23,0
2683,10785.59,0
2684,31329.16,0
2685,61418.15,1
2686,32848.72,0
2687,42833.78,0
2688,27640.7,0
2689,23428.92,0
2690,20030.11,0
2691,22118.7,0
2692,21243.53,0
2693,26607.76,0
2694,90842.59,0
2695,3441.93,0
2696,4883.69,0
2697,118641.13,0
2698,19540.34,0
2699,32749.15,0
2700,23938.47,0
2701,14220.45,0
2702,49989.95,2
2703,68880.8,0
2704,6327.86,0
2705,19797.24,0
2706,14689.82,0
2707,22375.23,0
2708,2426.4,0
2709,54337.51,0
2710,53634.05,2
2711,2782.2,0
2712,12654.03,0
2713,23609.46,0
2714,67485.49,0
2715,6309.87,0
2716,24470.75,0
2717,19844.98,0
2718,21554.89,0
2719,24320.66,0
2720,20121.34,0
2721,22689.28,0
2722,36982.35,0
2723,27369.94,0
2724,39001.89,0
2725,24589.17,0
2726,46041.67,0
2727,1195.71,0
2728,21239.3,0
2729,95550.62,0
2730,64448.29,0
2731,18839.53,0
2732,62400.46,0
2733,31322.38,0
2734,36056.68,0
2735,87356.32,0
2736,24473.95,0
2737,22457.25,0
2738,15240.43,1
2739,79124.03,0
2740,9912.39,0
2741,22889.09,1
2742,29900.44,0
2743,22235.13,0
2744,44636.68,0
2745,1975.79,0
2746,24073.11,0
2747,58767.81,0
2748,42637.01,0
2749,20180.85,0
2750,16088.84,1
2751,4803.58,0
2752,77229.39,0
2753,41779.08,2
2754,15935.43,0
2755,107260.22,0
2756,32893.41,0
2757,13944.49,0
2758,7176.5,0
2759,28278.48,0
2760,56325.85,0
2761,8804.41,0
2762,16083.05,0
2763,96668.05,0
2764,44023.72,0
2765,12074.99,0
2766,55579.84,0
2767,96208.35,0
2768,7353.22,0
2769,69305.44,0
2770,81366.3,1
2771,106700.32,0
2772,41470.28,0
2773,26764.2,0
2774,21107.16,0
2775,31844.04,0
2776,14626.11,0
2777,6393.19,0
2778,5110.88,0
2779,17163.22,0
2780,43208.41,0
2781,3999.32,0
2782,30002.82,0
2783,53289.19,2
2784,4097.32,0
2785,61110.49,0
2786,19040.31,0
2787,62201.18,0
2788,24082.64,0
2789,30421.05,0
2790,8183.54,0
2791,7558.02,0
2792,3455.36,0
2793,234153.21,0
2794,10565.71,0
2795,115575.58,0
2796,9942.48,0
2797,5401.34,0
2798,6009.09,0
2799,6053.71,0
2800,22641.82,0
2801,35731.55,0
2802,62617.49,0
2803,34196.44,0
2804,10661.19,0
2805,9382.03,0
2806,31393.85,0
2807,32399.49,0
2808,11323.07,0
2809,108686.88,0
2810,16733.35,0
2811,20572.72,0
2812,15303.59,0
2813,7093.1,0
2814,6093.12,0
2815,30461.89,0
2816,23745.4,0
2817,4212.23,0
2818,18068.57,0
2819,219993.83,0
2820,11120.68,0
2821,45266.14,0
2822,71251.78,0
2823,5926.84,0
2824,68286.73,0
2825,3893.2,0
2826,133693.56,0
2827,21442.37,0
2828,94620.45,1
2829,42557.09,0
2830,38390.97,0
2831,51602.49,0
2832,5419.58,0
2833,28582.67,1
2834,41902.3,0
2835,10945.42,1
2836,7629.43,1
2837,22663.42,0
2838,14990.79,0
2839,25057.57,0
2840,27502.23,0
2841,9468.91,0
2842,77954.89,0
2843,31641.58,1
2844,27894.54,0
2845,15190.03,0
2846,33287.19,1
2847,13596.8,0
2848,309844.2,0
2849,27039.72,0
2850,27009.36,0
2851,7229.82,0
2852,53185.11,0
2853,20152.9,0
2854,21814.75,0
2855,14952.38,0
2856,1394.22,0
2857,40841.37,1
2858,34487.88,0
2859,13765.69,1
2860,32577.93,0
2861,41411.94,0
2862,41979.92,0
2863,67379.51,0
2864,9361.49,0
2865,7581.19,0
2866,19453.59,2
2867,56778.35,0
2868,9923.32,0
2869,6611.8,1
2870,19135.83,1
2871,76718.58,1
2872,27505.2,0
2873,132260.66,1
2874,31915.29,0
2875,125859.03,0
2876,12717.07,0
2877,22352.69,0
2878,13660.52,0
2879,85971.46,1
2880,48325.34,0
2881,19660.03,0
2882,147602.21,0
2883,9483.49,0
2884,6222.91,0
2885,46295.3,0
2886,164457.38,0
2887,121303.95,0
2888,153856.98,0
2889,19592.94,0
2890,52822.28,0
2891,7334.56,0
2892,39989.21,0
2893,18751.23,0
2894,27928.22,0
